"DateTime","Poukawa Stream at Douglas Road (x)","Poukawa Stream at Douglas Road (y)"
"Fri 2nd Jan 2009","2009-01-01 23:00:00",7.427879
"Sat 3rd Jan 2009","2009-01-02 23:00:00",7.1495455
"Sun 4th Jan 2009","2009-01-03 23:00:00",7.427879
"Mon 5th Jan 2009","2009-01-04 23:00:00",7.427879
"Tue 6th Jan 2009","2009-01-05 23:00:00",8.338542
"Wed 7th Jan 2009","2009-01-06 23:00:00",10.588542
"Thu 8th Jan 2009","2009-01-07 23:00:00",10.588542
"Fri 9th Jan 2009","2009-01-08 23:00:00",10.588542
"Sat 10th Jan 2009","2009-01-09 23:00:00",11
"Sun 11th Jan 2009","2009-01-10 23:00:00",9.4166667
"Mon 12th Jan 2009","2009-01-11 23:00:00",9.796875
"Tue 13th Jan 2009","2009-01-12 23:00:00",9.796875
"Wed 14th Jan 2009","2009-01-13 23:00:00",5.3454545
"Thu 15th Jan 2009","2009-01-14 23:00:00",6.3454545
"Fri 16th Jan 2009","2009-01-15 23:00:00",6.608333
"Sat 17th Jan 2009","2009-01-16 23:00:00",6.608333
"Sun 18th Jan 2009","2009-01-17 23:00:00",5.587727
"Mon 19th Jan 2009","2009-01-18 23:00:00",5.8351515
"Tue 20th Jan 2009","2009-01-19 23:00:00",5.587727
"Wed 21st Jan 2009","2009-01-20 23:00:00",4.211364
"Thu 22nd Jan 2009","2009-01-21 23:00:00",5.587727
"Fri 23rd Jan 2009","2009-01-22 23:00:00",4.8763636
"Sat 24th Jan 2009","2009-01-23 23:00:00",5.8351515
"Sun 25th Jan 2009","2009-01-24 23:00:00",4.6495455
"Mon 26th Jan 2009","2009-01-25 23:00:00",4.6495455
"Tue 27th Jan 2009","2009-01-26 23:00:00",4.427879
"Wed 28th Jan 2009","2009-01-27 23:00:00",4.8763636
"Thu 29th Jan 2009","2009-01-28 23:00:00",5.108333
"Fri 30th Jan 2009","2009-01-29 23:00:00",4.8763636
"Sat 31st Jan 2009","2009-01-30 23:00:00",4.427879
"Sun 1st Feb 2009","2009-01-31 23:00:00",4.427879
"Mon 2nd Feb 2009","2009-02-01 23:00:00",4.427879
"Tue 3rd Feb 2009","2009-02-02 23:00:00",5.108333
"Wed 4th Feb 2009","2009-02-03 23:00:00",6.087727
"Thu 5th Feb 2009","2009-02-04 23:00:00",5.587727
"Fri 6th Feb 2009","2009-02-05 23:00:00",5.587727
"Sat 7th Feb 2009","2009-02-06 23:00:00",5.587727
"Sun 8th Feb 2009","2009-02-07 23:00:00",5.108333
"Mon 9th Feb 2009","2009-02-08 23:00:00",5.108333
"Tue 10th Feb 2009","2009-02-09 23:00:00",4.6495455
"Wed 11th Feb 2009","2009-02-10 23:00:00",6.87636364
"Thu 12th Feb 2009","2009-02-11 23:00:00",7.427879
"Fri 13th Feb 2009","2009-02-12 23:00:00",7.711364
"Sat 14th Feb 2009","2009-02-13 23:00:00",7.1495455
"Sun 15th Feb 2009","2009-02-14 23:00:00",6.3454545
"Mon 16th Feb 2009","2009-02-15 23:00:00",5.3454545
"Tue 17th Feb 2009","2009-02-16 23:00:00",4.6495455
"Wed 18th Feb 2009","2009-02-17 23:00:00",5.587727
"Thu 19th Feb 2009","2009-02-18 23:00:00",4.6495455
"Fri 20th Feb 2009","2009-02-19 23:00:00",4.8763636
"Sat 21st Feb 2009","2009-02-20 23:00:00",6.087727
"Sun 22nd Feb 2009","2009-02-21 23:00:00",6.3454545
"Mon 23rd Feb 2009","2009-02-22 23:00:00",5.587727
"Tue 24th Feb 2009","2009-02-23 23:00:00",5.108333
"Wed 25th Feb 2009","2009-02-24 23:00:00",4.211364
"Thu 26th Feb 2009","2009-02-25 23:00:00",4.211364
"Fri 27th Feb 2009","2009-02-26 23:00:00",4.427879
"Sat 28th Feb 2009","2009-02-27 23:00:00",38.79259
"Sun 1st Mar 2009","2009-02-28 23:00:00",37.22778
"Mon 2nd Mar 2009","2009-03-01 23:00:00",24.892857
"Tue 3rd Mar 2009","2009-03-02 23:00:00",18.087912
"Wed 4th Mar 2009","2009-03-03 23:00:00",15.4505495
"Thu 5th Mar 2009","2009-03-04 23:00:00",13.107143
"Fri 6th Mar 2009","2009-03-05 23:00:00",14
"Sat 7th Mar 2009","2009-03-06 23:00:00",15.4505495
"Sun 8th Mar 2009","2009-03-07 23:00:00",17.538462
"Mon 9th Mar 2009","2009-03-08 23:00:00",17
"Tue 10th Mar 2009","2009-03-09 23:00:00",17
"Wed 11th Mar 2009","2009-03-10 23:00:00",17
"Thu 12th Mar 2009","2009-03-11 23:00:00",18.087912
"Fri 13th Mar 2009","2009-03-12 23:00:00",17
"Sat 14th Mar 2009","2009-03-13 23:00:00",17.538462
"Sun 15th Mar 2009","2009-03-14 23:00:00",17
"Mon 16th Mar 2009","2009-03-15 23:00:00",18.087912
"Tue 17th Mar 2009","2009-03-16 23:00:00",21.619048
"Wed 18th Mar 2009","2009-03-17 23:00:00",21
"Thu 19th Mar 2009","2009-03-18 23:00:00",22.892857
"Fri 20th Mar 2009","2009-03-19 23:00:00",61.68889
"Sat 21st Mar 2009","2009-03-20 23:00:00",54.572222
"Sun 22nd Mar 2009","2009-03-21 23:00:00",57.555556
"Mon 23rd Mar 2009","2009-03-22 23:00:00",58.572222
"Tue 24th Mar 2009","2009-03-23 23:00:00",66
"Wed 25th Mar 2009","2009-03-24 23:00:00",47.125926
"Thu 26th Mar 2009","2009-03-25 23:00:00",44.54815
"Fri 27th Mar 2009","2009-03-26 23:00:00",40.4
"Sat 28th Mar 2009","2009-03-27 23:00:00",38
"Sun 29th Mar 2009","2009-03-28 23:00:00",35.7
"Mon 30th Mar 2009","2009-03-29 23:00:00",32.711111
"Tue 31st Mar 2009","2009-03-30 23:00:00",30.527778
"Wed 1st Apr 2009","2009-03-31 23:00:00",33.45
"Thu 2nd Apr 2009","2009-04-01 23:00:00",29.1
"Fri 3rd Apr 2009","2009-04-02 23:00:00",25.583333
"Sat 4th Apr 2009","2009-04-03 23:00:00",25.583333
"Sun 5th Apr 2009","2009-04-05 00:00:00",26.285714
"Mon 6th Apr 2009","2009-04-06 00:00:00",27
"Tue 7th Apr 2009","2009-04-07 00:00:00",27.694444
"Wed 8th Apr 2009","2009-04-08 00:00:00",31.25
"Thu 9th Apr 2009","2009-04-09 00:00:00",29.811111
"Fri 10th Apr 2009","2009-04-10 00:00:00",28.394444
"Sat 11th Apr 2009","2009-04-11 00:00:00",26.285714
"Sun 12th Apr 2009","2009-04-12 00:00:00",27
"Mon 13th Apr 2009","2009-04-13 00:00:00",27.694444
"Tue 14th Apr 2009","2009-04-14 00:00:00",29.1
"Wed 15th Apr 2009","2009-04-15 00:00:00",27.694444
"Thu 16th Apr 2009","2009-04-16 00:00:00",28.394444
"Fri 17th Apr 2009","2009-04-17 00:00:00",29.1
"Sat 18th Apr 2009","2009-04-18 00:00:00",29.1
"Sun 19th Apr 2009","2009-04-19 00:00:00",29.1
"Mon 20th Apr 2009","2009-04-20 00:00:00",35.7
"Tue 21st Apr 2009","2009-04-21 00:00:00",37.22778
"Wed 22nd Apr 2009","2009-04-22 00:00:00",30.527778
"Thu 23rd Apr 2009","2009-04-23 00:00:00",36.461111
"Fri 24th Apr 2009","2009-04-24 00:00:00",34.194444
"Sat 25th Apr 2009","2009-04-25 00:00:00",31.25
"Sun 26th Apr 2009","2009-04-26 00:00:00",26.285714
"Mon 27th Apr 2009","2009-04-27 00:00:00",34.194444
"Tue 28th Apr 2009","2009-04-28 00:00:00",30.527778
"Wed 29th Apr 2009","2009-04-29 00:00:00",24.892857
"Thu 30th Apr 2009","2009-04-30 00:00:00",37.22778
"Fri 1st May 2009","2009-05-01 00:00:00",23.547619
"Sat 2nd May 2009","2009-05-02 00:00:00",16.4725275
"Sun 3rd May 2009","2009-05-03 00:00:00",15.4505495
"Mon 4th May 2009","2009-05-04 00:00:00",17
"Tue 5th May 2009","2009-05-05 00:00:00",14.47252747
"Wed 6th May 2009","2009-05-06 00:00:00",13.55
"Thu 7th May 2009","2009-05-07 00:00:00",14.956044
"Fri 8th May 2009","2009-05-08 00:00:00",14.956044
"Sat 9th May 2009","2009-05-09 00:00:00",18.648352
"Sun 10th May 2009","2009-05-10 00:00:00",14.956044
"Mon 11th May 2009","2009-05-11 00:00:00",15.956044
"Tue 12th May 2009","2009-05-12 00:00:00",16.4725275
"Wed 13th May 2009","2009-05-13 00:00:00",14.956044
"Thu 14th May 2009","2009-05-14 00:00:00",14.956044
"Fri 15th May 2009","2009-05-15 00:00:00",14.956044
"Sat 16th May 2009","2009-05-16 00:00:00",14.47252747
"Sun 17th May 2009","2009-05-17 00:00:00",14.956044
"Mon 18th May 2009","2009-05-18 00:00:00",16.4725275
"Tue 19th May 2009","2009-05-19 00:00:00",18.087912
"Wed 20th May 2009","2009-05-20 00:00:00",17.538462
"Thu 21st May 2009","2009-05-21 00:00:00",14.956044
"Fri 22nd May 2009","2009-05-22 00:00:00",11.821429
"Sat 23rd May 2009","2009-05-23 00:00:00",13.107143
"Sun 24th May 2009","2009-05-24 00:00:00",16.4725275
"Mon 25th May 2009","2009-05-25 00:00:00",18.087912
"Tue 26th May 2009","2009-05-26 00:00:00",13.107143
"Wed 27th May 2009","2009-05-27 00:00:00",13.55
"Thu 28th May 2009","2009-05-28 00:00:00",14.956044
"Fri 29th May 2009","2009-05-29 00:00:00",15.4505495
"Sat 30th May 2009","2009-05-30 00:00:00",12.6714286
"Sun 31st May 2009","2009-05-31 00:00:00",15.4505495
"Mon 1st Jun 2009","2009-06-01 00:00:00",16.4725275
"Tue 2nd Jun 2009","2009-06-02 00:00:00",14
"Wed 3rd Jun 2009","2009-06-03 00:00:00",14
"Thu 4th Jun 2009","2009-06-04 00:00:00",13.107143
"Fri 5th Jun 2009","2009-06-05 00:00:00",12.2428571
"Sat 6th Jun 2009","2009-06-06 00:00:00",11.821429
"Sun 7th Jun 2009","2009-06-07 00:00:00",11.821429
"Mon 8th Jun 2009","2009-06-08 00:00:00",11
"Tue 9th Jun 2009","2009-06-09 00:00:00",10.1875
"Wed 10th Jun 2009","2009-06-10 00:00:00",10.1875
"Thu 11th Jun 2009","2009-06-11 00:00:00",10.1875
"Fri 12th Jun 2009","2009-06-12 00:00:00",10.588542
"Sat 13th Jun 2009","2009-06-13 00:00:00",14.47252747
"Sun 14th Jun 2009","2009-06-14 00:00:00",14.47252747
"Mon 15th Jun 2009","2009-06-15 00:00:00",9.046875
"Tue 16th Jun 2009","2009-06-16 00:00:00",9.046875
"Wed 17th Jun 2009","2009-06-17 00:00:00",11
"Thu 18th Jun 2009","2009-06-18 00:00:00",10.588542
"Fri 19th Jun 2009","2009-06-19 00:00:00",9.4166667
"Sat 20th Jun 2009","2009-06-20 00:00:00",10.1875
"Sun 21st Jun 2009","2009-06-21 00:00:00",10.1875
"Mon 22nd Jun 2009","2009-06-22 00:00:00",9.4166667
"Tue 23rd Jun 2009","2009-06-23 00:00:00",7.711364
"Wed 24th Jun 2009","2009-06-24 00:00:00",7.1495455
"Thu 25th Jun 2009","2009-06-25 00:00:00",7.1495455
"Fri 26th Jun 2009","2009-06-26 00:00:00",6.87636364
"Sat 27th Jun 2009","2009-06-27 00:00:00",6.87636364
"Sun 28th Jun 2009","2009-06-28 00:00:00",7.1495455
"Mon 29th Jun 2009","2009-06-29 00:00:00",403.1044
"Tue 30th Jun 2009","2009-06-30 00:00:00",359.474588
"Wed 1st Jul 2009","2009-07-01 00:00:00",398.966346
"Thu 2nd Jul 2009","2009-07-02 00:00:00",363.26923
"Fri 3rd Jul 2009","2009-07-03 00:00:00",355.7143
"Sat 4th Jul 2009","2009-07-04 00:00:00",333.87363
"Sun 5th Jul 2009","2009-07-05 00:00:00",394.86264
"Mon 6th Jul 2009","2009-07-06 00:00:00",466.47464
"Tue 7th Jul 2009","2009-07-07 00:00:00",420
"Wed 8th Jul 2009","2009-07-08 00:00:00",457.84042
"Thu 9th Jul 2009","2009-07-09 00:00:00",424.1226
"Fri 10th Jul 2009","2009-07-10 00:00:00",407.2768
"Sat 11th Jul 2009","2009-07-11 00:00:00",403.1044
"Sun 12th Jul 2009","2009-07-12 00:00:00",411.48352
"Mon 13th Jul 2009","2009-07-13 00:00:00",488.41854
"Tue 14th Jul 2009","2009-07-14 00:00:00",479.57955
"Wed 15th Jul 2009","2009-07-15 00:00:00",492.868746
"Thu 16th Jul 2009","2009-07-16 00:00:00",466.47464
"Fri 17th Jul 2009","2009-07-17 00:00:00",453.554024
"Sat 18th Jul 2009","2009-07-18 00:00:00",730.55208
"Sun 19th Jul 2009","2009-07-19 00:00:00",675.96875
"Mon 20th Jul 2009","2009-07-20 00:00:00",577.54476
"Tue 21st Jul 2009","2009-07-21 00:00:00",548.312
"Wed 22nd Jul 2009","2009-07-22 00:00:00",612.8133
"Thu 23rd Jul 2009","2009-07-23 00:00:00",510.87434
"Fri 24th Jul 2009","2009-07-24 00:00:00",548.312
"Sat 25th Jul 2009","2009-07-25 00:00:00",524.6547
"Sun 26th Jul 2009","2009-07-26 00:00:00",497.339431
"Mon 27th Jul 2009","2009-07-27 00:00:00",492.868746
"Tue 28th Jul 2009","2009-07-28 00:00:00",483.9888
"Wed 29th Jul 2009","2009-07-29 00:00:00",475.19077
"Thu 30th Jul 2009","2009-07-30 00:00:00",479.57955
"Fri 31st Jul 2009","2009-07-31 00:00:00",457.84042
"Sat 1st Aug 2009","2009-08-01 00:00:00",449.2881
"Sun 2nd Aug 2009","2009-08-02 00:00:00",449.2881
"Mon 3rd Aug 2009","2009-08-03 00:00:00",445.042659
"Tue 4th Aug 2009","2009-08-04 00:00:00",424.1226
"Wed 5th Aug 2009","2009-08-05 00:00:00",415.724588
"Thu 6th Aug 2009","2009-08-06 00:00:00",403.1044
"Fri 7th Aug 2009","2009-08-07 00:00:00",390.79327
"Sat 8th Aug 2009","2009-08-08 00:00:00",382.75755
"Sun 9th Aug 2009","2009-08-09 00:00:00",370.96154
"Mon 10th Aug 2009","2009-08-10 00:00:00",359.474588
"Tue 11th Aug 2009","2009-08-11 00:00:00",351.9883
"Wed 12th Aug 2009","2009-08-12 00:00:00",351.9883
"Thu 13th Aug 2009","2009-08-13 00:00:00",337.4279
"Fri 14th Aug 2009","2009-08-14 00:00:00",323.4169
"Sat 15th Aug 2009","2009-08-15 00:00:00",297.44118
"Sun 16th Aug 2009","2009-08-16 00:00:00",382.75755
"Mon 17th Aug 2009","2009-08-17 00:00:00",497.339431
"Tue 18th Aug 2009","2009-08-18 00:00:00",428.265647
"Wed 19th Aug 2009","2009-08-19 00:00:00",628.312
"Thu 20th Aug 2009","2009-08-20 00:00:00",628.312
"Fri 21st Aug 2009","2009-08-21 00:00:00",582.5064
"Sat 22nd Aug 2009","2009-08-22 00:00:00",562.8133
"Sun 23rd Aug 2009","2009-08-23 00:00:00",543.5294
"Mon 24th Aug 2009","2009-08-24 00:00:00",524.6547
"Tue 25th Aug 2009","2009-08-25 00:00:00",506.3422292
"Wed 26th Aug 2009","2009-08-26 00:00:00",572.6087
"Thu 27th Aug 2009","2009-08-27 00:00:00",623.1202
"Fri 28th Aug 2009","2009-08-28 00:00:00",553.1202
"Sat 29th Aug 2009","2009-08-29 00:00:00",534.0409
"Sun 30th Aug 2009","2009-08-30 00:00:00",492.868746
"Mon 31st Aug 2009","2009-08-31 00:00:00",506.3422292
"Tue 1st Sep 2009","2009-09-01 00:00:00",466.47464
"Wed 2nd Sep 2009","2009-09-02 00:00:00",470.82247
"Thu 3rd Sep 2009","2009-09-03 00:00:00",436.6132
"Fri 4th Sep 2009","2009-09-04 00:00:00",424.1226
"Sat 5th Sep 2009","2009-09-05 00:00:00",411.48352
"Sun 6th Sep 2009","2009-09-06 00:00:00",407.2768
"Mon 7th Sep 2009","2009-09-07 00:00:00",378.7912
"Tue 8th Sep 2009","2009-09-08 00:00:00",367.0982
"Wed 9th Sep 2009","2009-09-09 00:00:00",348.2967
"Thu 10th Sep 2009","2009-09-10 00:00:00",330.3537
"Fri 11th Sep 2009","2009-09-11 00:00:00",306.979
"Sat 12th Sep 2009","2009-09-12 00:00:00",278.9517
"Sun 13th Sep 2009","2009-09-13 00:00:00",288.09874
"Mon 14th Sep 2009","2009-09-14 00:00:00",258.42597
"Tue 15th Sep 2009","2009-09-15 00:00:00",252.76364
"Wed 16th Sep 2009","2009-09-16 00:00:00",228.311688
"Thu 17th Sep 2009","2009-09-17 00:00:00",230.945455
"Fri 18th Sep 2009","2009-09-18 00:00:00",212.945455
"Sat 19th Sep 2009","2009-09-19 00:00:00",247.18442
"Sun 20th Sep 2009","2009-09-20 00:00:00",210.45714
"Mon 21st Sep 2009","2009-09-21 00:00:00",186.716883
"Tue 22nd Sep 2009","2009-09-22 00:00:00",180
"Wed 23rd Sep 2009","2009-09-23 00:00:00",182.21818
"Thu 24th Sep 2009","2009-09-24 00:00:00",205.54286
"Fri 25th Sep 2009","2009-09-25 00:00:00",326.86813
"Sat 26th Sep 2009","2009-09-26 00:00:00",278.9517
"Sun 27th Sep 2009","2009-09-26 23:00:00",244.42597
"Mon 28th Sep 2009","2009-09-27 23:00:00",230.945455
"Tue 29th Sep 2009","2009-09-28 23:00:00",236.275325
"Wed 30th Sep 2009","2009-09-29 23:00:00",215.45455
"Thu 1st Oct 2009","2009-09-30 23:00:00",285.028
"Fri 2nd Oct 2009","2009-10-01 23:00:00",233.6
"Sat 3rd Oct 2009","2009-10-02 23:00:00",207.98961
"Sun 4th Oct 2009","2009-10-03 23:00:00",258.42597
"Mon 5th Oct 2009","2009-10-04 23:00:00",654.6547
"Tue 6th Oct 2009","2009-10-05 23:00:00",869.931641
"Wed 7th Oct 2009","2009-10-06 23:00:00",758.625
"Thu 8th Oct 2009","2009-10-07 23:00:00",612.8133
"Fri 9th Oct 2009","2009-10-08 23:00:00",572.6087
"Sat 10th Oct 2009","2009-10-09 23:00:00",918.83789
"Sun 11th Oct 2009","2009-10-10 23:00:00",770
"Mon 12th Oct 2009","2009-10-11 23:00:00",703
"Tue 13th Oct 2009","2009-10-12 23:00:00",670.625
"Wed 14th Oct 2009","2009-10-13 23:00:00",597.54476
"Thu 15th Oct 2009","2009-10-14 23:00:00",572.6087
"Fri 16th Oct 2009","2009-10-15 23:00:00",553.1202
"Sat 17th Oct 2009","2009-10-16 23:00:00",492.868746
"Sun 18th Oct 2009","2009-10-17 23:00:00",466.47464
"Mon 19th Oct 2009","2009-10-18 23:00:00",440.8177
"Tue 20th Oct 2009","2009-10-19 23:00:00",420
"Wed 21st Oct 2009","2009-10-20 23:00:00",386.75824
"Thu 22nd Oct 2009","2009-10-21 23:00:00",367.0982
"Fri 23rd Oct 2009","2009-10-22 23:00:00",386.75824
"Sat 24th Oct 2009","2009-10-23 23:00:00",351.9883
"Sun 25th Oct 2009","2009-10-24 23:00:00",320
"Mon 26th Oct 2009","2009-10-25 23:00:00",300.59874
"Tue 27th Oct 2009","2009-10-26 23:00:00",775.71875
"Wed 28th Oct 2009","2009-10-27 23:00:00",1112.3515
"Thu 29th Oct 2009","2009-10-28 23:00:00",1183.3824
"Fri 30th Oct 2009","2009-10-29 23:00:00",1094.39027
"Sat 31st Oct 2009","2009-10-30 23:00:00",962.65625
"Sun 1st Nov 2009","2009-10-31 23:00:00",869.931641
"Mon 2nd Nov 2009","2009-11-01 23:00:00",822.21875
"Tue 3rd Nov 2009","2009-11-02 23:00:00",752.96875
"Wed 4th Nov 2009","2009-11-03 23:00:00",686.71875
"Thu 5th Nov 2009","2009-11-04 23:00:00",617.954
"Fri 6th Nov 2009","2009-11-05 23:00:00",577.54476
"Sat 7th Nov 2009","2009-11-06 23:00:00",520
"Sun 8th Nov 2009","2009-11-07 23:00:00",483.9888
"Mon 9th Nov 2009","2009-11-08 23:00:00",449.2881
"Tue 10th Nov 2009","2009-11-09 23:00:00",428.265647
"Wed 11th Nov 2009","2009-11-10 23:00:00",436.6132
"Thu 12th Nov 2009","2009-11-11 23:00:00",386.75824
"Fri 13th Nov 2009","2009-11-12 23:00:00",367.0982
"Sat 14th Nov 2009","2009-11-13 23:00:00",326.86813
"Sun 15th Nov 2009","2009-11-14 23:00:00",288.09874
"Mon 16th Nov 2009","2009-11-15 23:00:00",255.584416
"Tue 17th Nov 2009","2009-11-16 23:00:00",223.106494
"Wed 18th Nov 2009","2009-11-17 23:00:00",378.7912
"Thu 19th Nov 2009","2009-11-18 23:00:00",483.9888
"Fri 20th Nov 2009","2009-11-19 23:00:00",462.1473
"Sat 21st Nov 2009","2009-11-20 23:00:00",415.724588
"Sun 22nd Nov 2009","2009-11-21 23:00:00",390.79327
"Mon 23rd Nov 2009","2009-11-22 23:00:00",330.3537
"Tue 24th Nov 2009","2009-11-23 23:00:00",306.979
"Wed 25th Nov 2009","2009-11-24 23:00:00",261.2883
"Thu 26th Nov 2009","2009-11-25 23:00:00",255.584416
"Fri 27th Nov 2009","2009-11-26 23:00:00",217.98442
"Sat 28th Nov 2009","2009-11-27 23:00:00",210.45714
"Sun 29th Nov 2009","2009-11-28 23:00:00",203.11688
"Mon 30th Nov 2009","2009-11-29 23:00:00",171.42857
"Tue 1st Dec 2009","2009-11-30 23:00:00",180
"Wed 2nd Dec 2009","2009-12-01 23:00:00",171.42857
"Thu 3rd Dec 2009","2009-12-02 23:00:00",432.4292
"Fri 4th Dec 2009","2009-12-03 23:00:00",291.19118
"Sat 5th Dec 2009","2009-12-04 23:00:00",294.30532
"Sun 6th Dec 2009","2009-12-05 23:00:00",252.76364
"Mon 7th Dec 2009","2009-12-06 23:00:00",238.97143
"Tue 8th Dec 2009","2009-12-07 23:00:00",186.716883
"Wed 9th Dec 2009","2009-12-08 23:00:00",159.107143
"Thu 10th Dec 2009","2009-12-09 23:00:00",143.67857
"Fri 11th Dec 2009","2009-12-10 23:00:00",118.366071
"Sat 12th Dec 2009","2009-12-11 23:00:00",112.129808
"Sun 13th Dec 2009","2009-12-12 23:00:00",97.404533
"Mon 14th Dec 2009","2009-12-13 23:00:00",89.184524
"Tue 15th Dec 2009","2009-12-14 23:00:00",90.52381
"Wed 16th Dec 2009","2009-12-15 23:00:00",78.89881
"Thu 17th Dec 2009","2009-12-16 23:00:00",71.684524
"Fri 18th Dec 2009","2009-12-17 23:00:00",628.312
"Sat 19th Dec 2009","2009-12-18 23:00:00",686.71875
"Sun 20th Dec 2009","2009-12-19 23:00:00",675.96875
"Mon 21st Dec 2009","2009-12-20 23:00:00",617.954
"Tue 22nd Dec 2009","2009-12-21 23:00:00",534.0409
"Wed 23rd Dec 2009","2009-12-22 23:00:00",506.3422292
"Thu 24th Dec 2009","2009-12-23 23:00:00",470.82247
"Fri 25th Dec 2009","2009-12-24 23:00:00",378.7912
"Tue 12th Jan 2010","2010-01-11 23:00:00",56.55
"Wed 13th Jan 2010","2010-01-12 23:00:00",54.572222
"Thu 14th Jan 2010","2010-01-13 23:00:00",49.822222
"Fri 15th Jan 2010","2010-01-14 23:00:00",54.572222
"Sat 16th Jan 2010","2010-01-15 23:00:00",81.39881
"Sun 17th Jan 2010","2010-01-16 23:00:00",58.572222
"Mon 18th Jan 2010","2010-01-17 23:00:00",52.63889
"Tue 19th Jan 2010","2010-01-18 23:00:00",50.75
"Wed 20th Jan 2010","2010-01-19 23:00:00",41.214815
"Thu 21st Jan 2010","2010-01-20 23:00:00",40.4
"Fri 22nd Jan 2010","2010-01-21 23:00:00",47.125926
"Sat 23rd Jan 2010","2010-01-22 23:00:00",98.821429
"Sun 24th Jan 2010","2010-01-23 23:00:00",37.22778
"Mon 25th Jan 2010","2010-01-24 23:00:00",106.091346
"Tue 26th Jan 2010","2010-01-25 23:00:00",107.58242
"Wed 27th Jan 2010","2010-01-26 23:00:00",153.1875
"Thu 28th Jan 2010","2010-01-27 23:00:00",133.12088
"Fri 29th Jan 2010","2010-01-28 23:00:00",62.75
"Sat 30th Jan 2010","2010-01-29 23:00:00",58.572222
"Sun 31st Jan 2010","2010-01-30 23:00:00",182.21818
"Mon 1st Feb 2010","2010-01-31 23:00:00",888.125
"Tue 2nd Feb 2010","2010-02-01 23:00:00",633.5294
"Wed 3rd Feb 2010","2010-02-02 23:00:00",612.8133
"Thu 4th Feb 2010","2010-02-03 23:00:00",592.5064
"Fri 5th Feb 2010","2010-02-04 23:00:00",741.71875
"Sat 6th Feb 2010","2010-02-05 23:00:00",681.3333
"Sun 7th Feb 2010","2010-02-06 23:00:00",681.3333
"Mon 8th Feb 2010","2010-02-07 23:00:00",628.312
"Tue 9th Feb 2010","2010-02-08 23:00:00",557.954
"Wed 10th Feb 2010","2010-02-09 23:00:00",520
"Thu 11th Feb 2010","2010-02-10 23:00:00",479.57955
"Fri 12th Feb 2010","2010-02-11 23:00:00",428.265647
"Sat 13th Feb 2010","2010-02-12 23:00:00",382.75755
"Sun 14th Feb 2010","2010-02-13 23:00:00",333.87363
"Mon 15th Feb 2010","2010-02-14 23:00:00",300.59874
"Tue 16th Feb 2010","2010-02-15 23:00:00",270
"Wed 17th Feb 2010","2010-02-16 23:00:00",258.42597
"Thu 18th Feb 2010","2010-02-17 23:00:00",249.96364
"Fri 19th Feb 2010","2010-02-18 23:00:00",249.96364
"Sat 20th Feb 2010","2010-02-19 23:00:00",228.311688
"Sun 21st Feb 2010","2010-02-20 23:00:00",212.945455
"Mon 22nd Feb 2010","2010-02-21 23:00:00",195.96364
"Tue 23rd Feb 2010","2010-02-22 23:00:00",182.21818
"Wed 24th Feb 2010","2010-02-23 23:00:00",165.1875
"Thu 25th Feb 2010","2010-02-24 23:00:00",258.42597
"Fri 26th Feb 2010","2010-02-25 23:00:00",193.62078
"Sat 27th Feb 2010","2010-02-26 23:00:00",167.25
"Sun 28th Feb 2010","2010-02-27 23:00:00",151.25
"Mon 1st Mar 2010","2010-02-28 23:00:00",129.7555
"Tue 2nd Mar 2010","2010-03-01 23:00:00",180
"Wed 3rd Mar 2010","2010-03-02 23:00:00",294.30532
"Thu 4th Mar 2010","2010-03-03 23:00:00",258.42597
"Fri 5th Mar 2010","2010-03-04 23:00:00",241.688312
"Sat 6th Mar 2010","2010-03-05 23:00:00",249.96364
"Sun 7th Mar 2010","2010-03-06 23:00:00",249.96364
"Mon 8th Mar 2010","2010-03-07 23:00:00",264.17143
"Tue 9th Mar 2010","2010-03-08 23:00:00",258.42597
"Wed 10th Mar 2010","2010-03-09 23:00:00",252.76364
"Thu 11th Mar 2010","2010-03-10 23:00:00",241.688312
"Fri 12th Mar 2010","2010-03-11 23:00:00",241.688312
"Sat 13th Mar 2010","2010-03-12 23:00:00",236.275325
"Sun 14th Mar 2010","2010-03-13 23:00:00",228.311688
"Mon 15th Mar 2010","2010-03-14 23:00:00",217.98442
"Tue 16th Mar 2010","2010-03-15 23:00:00",207.98961
"Wed 17th Mar 2010","2010-03-16 23:00:00",215.45455
"Thu 18th Mar 2010","2010-03-17 23:00:00",175.67857
"Fri 19th Mar 2010","2010-03-18 23:00:00",173.54464
"Sat 20th Mar 2010","2010-03-19 23:00:00",173.54464
"Sun 21st Mar 2010","2010-03-20 23:00:00",163.14286
"Mon 22nd Mar 2010","2010-03-21 23:00:00",155.14286
"Tue 23rd Mar 2010","2010-03-22 23:00:00",143.67857
"Wed 24th Mar 2010","2010-03-23 23:00:00",129.7555
"Thu 25th Mar 2010","2010-03-24 23:00:00",153.1875
"Fri 26th Mar 2010","2010-03-25 23:00:00",134.82212
"Sat 27th Mar 2010","2010-03-26 23:00:00",133.12088
"Sun 28th Mar 2010","2010-03-27 23:00:00",131.432
"Mon 29th Mar 2010","2010-03-28 23:00:00",118.366071
"Tue 30th Mar 2010","2010-03-29 23:00:00",116.78846
"Wed 31st Mar 2010","2010-03-30 23:00:00",116.78846
"Thu 1st Apr 2010","2010-03-31 23:00:00",113.67033
