,initial,pmin,pmax,vary,name,dist,stderr,optimal
fast_A,0.27633920904853815,1e-05,27.633920904853813,True,fast,uniform,0.0860903984100002,0.1402219072834302
fast_n,1.0,0.1,5.0,True,fast,uniform,6.148651253399155,2.6024846623266606
fast_a,10.0,0.01,10000.0,True,fast,uniform,0.6456066061127786,0.2867970723084858
fast_srmax,250.0,1e-05,1000.0,True,fast,uniform,5588.9902015245025,990.6108354426223
fast_lp,0.25,1e-05,1.0,False,fast,uniform,,0.25
fast_ks,100.0,1e-05,10000.0,True,fast,uniform,1487.1949658670733,72.04557961923497
fast_gamma,2.0,1e-05,20.0,True,fast,uniform,12.145595072045532,3.3570895784525634
fast_kv,1.0,0.25,2.0,True,fast,uniform,0.1691060313873474,0.25000000489032986
fast_simax,2.0,0.0,10.0,False,fast,uniform,,2.0
slow_A,0.11465015505279179,1e-05,11.465015505279178,True,slow,uniform,0.02319041590958003,0.06942283831808119
slow_n,1.0,0.1,5.0,True,slow,uniform,0.32542076449431,2.0311642239071785
slow_a,10.0,0.01,10000.0,True,slow,uniform,12.139824271697375,44.72389182128782
pumping_A,-0.5495654588065899,,0.0,True,pumping,uniform,0.015002745234360581,-0.10802552983503588
pumping_a,100.0,0.001,10000.0,True,pumping,uniform,6.829373135153844,27.27041097366945
pumping_b,1.0,1e-06,25.0,True,pumping,uniform,0.41921827098026204,1.0145888808299182
constant_d,7.4715937507061065,,,True,constant,uniform,0.17735820678773492,6.890785493253074
noise_alpha,1.0,1e-05,5000.0,True,noise,uniform,1.7614806007007462,4.9241847791651345
