,initial,pmin,pmax,vary,name,dist,stderr,optimal
fast_A,0.27633920904853815,1e-05,27.633920904853813,True,fast,uniform,73.33689897164676,0.13020476954719057
fast_n,1.0,0.1,5.0,True,fast,uniform,55768.91586189248,3.1344437771263842
fast_a,10.0,0.01,10000.0,True,fast,uniform,4231.160315343836,0.24681907906235204
fast_srmax,250.0,1e-05,1000.0,True,fast,uniform,5181.623193276201,869.3192820280887
fast_lp,0.25,1e-05,1.0,False,fast,uniform,,0.25
fast_ks,100.0,1e-05,10000.0,True,fast,uniform,1252.6039047475397,60.05414676229786
fast_gamma,2.0,1e-05,20.0,True,fast,uniform,12.118713272811936,3.2680945758631132
fast_kv,1.0,0.25,2.0,True,fast,uniform,0.17448741420000538,0.2500033516647843
fast_simax,2.0,0.0,10.0,False,fast,uniform,,2.0
slow_A,0.13457324953961194,1e-05,13.457324953961194,True,slow,uniform,0.03133951690189867,0.09698623306912177
slow_n,1.0,0.1,5.0,True,slow,uniform,0.47935381726336107,2.345340358627189
slow_a,10.0,0.01,10000.0,True,slow,uniform,11.659645135858064,41.18120284471074
pumping_A,-0.5495654588065899,,0.0,True,pumping,uniform,0.016009294860829176,-0.11092960683136442
pumping_a,100.0,0.001,10000.0,True,pumping,uniform,6.326577496012183,28.00900908284725
pumping_b,1.0,1e-06,25.0,True,pumping,uniform,0.4026532990740955,1.0284976043032912
constant_d,7.4715937507061065,,,True,constant,uniform,0.17764387842541562,6.874305322859817
noise_alpha,1.0,1e-05,5000.0,True,noise,uniform,2.0351112942603495,5.486535374752498
