,initial,pmin,pmax,vary,name,dist,stderr,optimal
fast_A,0.27633920904853815,1e-05,27.633920904853813,True,fast,uniform,256.6150249872782,0.38954650962566184
fast_n,1.0,0.1,5.0,True,fast,uniform,48138.02601598876,2.5583902771997686
fast_a,10.0,0.01,10000.0,True,fast,uniform,5243.235491610282,0.28917541591600937
fast_srmax,250.0,1e-05,1000.0,True,fast,uniform,1286.5072366754612,662.2585508039998
fast_lp,0.25,1e-05,1.0,False,fast,uniform,,0.25
fast_ks,100.0,1e-05,10000.0,True,fast,uniform,41.57295276641606,10.545063593713655
fast_gamma,2.0,1e-05,20.0,True,fast,uniform,1.2711247733010809,2.117138293722486
fast_kv,1.0,0.25,2.0,True,fast,uniform,1.4156152219110474,0.9671397692677441
fast_simax,2.0,0.0,10.0,False,fast,uniform,,2.0
slow_A,0.19121249027518658,1e-05,19.121249027518658,True,slow,uniform,0.03116877864044232,0.06576666717613382
slow_n,1.0,0.1,5.0,True,slow,uniform,0.7698954481593369,3.7372131623966003
slow_a,10.0,0.01,10000.0,True,slow,uniform,3.9294283785515964,11.334883339944298
pumping_A,-0.5495654588065899,,0.0,True,pumping,uniform,0.4110498914944545,-0.19295144375674825
pumping_a,100.0,0.001,10000.0,True,pumping,uniform,24041.617005379157,2121.875685708842
pumping_b,1.0,1e-06,25.0,True,pumping,uniform,0.02675666814903996,0.0023473009805636525
constant_d,7.4715937507061065,,,True,constant,uniform,0.5419040919707703,7.458294297976829
noise_alpha,1.0,1e-05,5000.0,True,noise,uniform,3.6186401058071054,10.024445313359037
