,0
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:11,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:12,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:13,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:14,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:15,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:16,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:17,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:18,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:19,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:2,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:20,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:21,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:22,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:23,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:24,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:25,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:26,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:27,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:28,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:29,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:3,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:30,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:31,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:32,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:33,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:34,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:35,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:36,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:37,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:38,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:39,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:4,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:40,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:41,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:42,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:43,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:44,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:45,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:46,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:47,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:48,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:49,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:5,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:50,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:51,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:6,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:7,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:8,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:2_kstp:9,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:3_kstp:1,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:1,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:10,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:11,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:12,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:13,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:14,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:15,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:16,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:17,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:18,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:19,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:2,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:20,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:21,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:22,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:23,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:24,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:25,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:26,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:27,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:28,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:29,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:3,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:30,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:31,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:32,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:33,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:34,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:35,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:36,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:37,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:38,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:39,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:4,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:40,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:41,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:42,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:43,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:44,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:45,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:46,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:47,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:48,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:49,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:5,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:50,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:51,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:6,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:7,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:8,1e+30
oname:h_otype:lst_usecol:head_i:0_j:10_kper:4_kstp:9,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:1_kstp:1,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:1,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:10,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:11,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:12,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:13,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:14,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:15,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:16,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:17,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:18,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:19,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:2,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:20,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:21,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:22,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:23,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:24,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:25,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:26,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:27,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:28,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:29,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:3,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:30,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:31,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:32,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:33,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:34,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:35,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:36,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:37,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:38,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:39,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:4,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:40,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:41,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:42,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:43,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:44,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:45,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:46,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:47,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:48,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:49,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:5,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:50,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:51,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:6,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:7,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:8,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:2_kstp:9,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:3_kstp:1,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:1,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:10,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:11,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:12,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:13,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:14,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:15,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:16,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:17,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:18,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:19,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:2,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:20,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:21,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:22,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:23,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:24,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:25,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:26,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:27,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:28,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:29,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:3,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:30,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:31,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:32,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:33,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:34,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:35,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:36,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:37,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:38,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:39,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:4,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:40,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:41,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:42,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:43,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:44,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:45,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:46,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:47,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:48,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:49,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:5,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:50,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:51,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:6,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:7,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:8,1e+30
oname:h_otype:lst_usecol:head_i:0_j:11_kper:4_kstp:9,1e+30
oname:h_otype:lst_usecol:head_i:0_j:12_kper:1_kstp:1,15.4704
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:1,15.4528
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:10,15.2913
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:11,15.273
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:12,15.2546
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:13,15.2361
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:14,15.2176
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:15,15.199
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:16,15.1803
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:17,15.1616
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:18,15.1428
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:19,15.1239
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:2,15.4352
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:20,15.105
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:21,15.086
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:22,15.067
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:23,15.0478
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:24,15.0287
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:25,15.0094
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:26,14.9901
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:27,14.9708
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:28,14.9513
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:29,14.9319
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:3,15.4174
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:30,14.9123
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:31,14.8927
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:32,14.8731
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:33,14.8534
oname:h_otype:lst_usecol:head_i:0_j:12_kper:2_kstp:34,14.8336
